vendor_name,vendor_id,bank_account,invoice_number,invoice_date,due_date,unit_price,quantity,total_amount,tax_amount,payment_terms,department,approver_name,fraud,is_duplicate,days_to_due,weekend_submission,amount_threshold_proximity,line_item_price_consistency
Galvan Group,V044,NIHI32076827208297,INV-23229,2026-05-13,2026-06-27,3701,9,33309,5995.62,45,HR,Dr. Kelly Rogers,0,0,45,0,66691,1
"Quinn, Bell and Martinez",V035,IEQU43512261674693,INV-54513,2025-09-06,2025-11-05,354,16,5664,1019.52,60,Operations,Steven Brown,0,0,60,1,94336,1
Thompson Group,V032,RQWI96067712360175,INV-62451,2026-02-07,2026-02-22,4370,12,52440,9439.2,15,Operations,Edward Kelly,0,0,15,1,47560,1
Walker Ltd,V005,FRAJ87666329506288,INV-74507,2025-11-01,2025-11-16,2847,17,48399,8711.82,15,Procurement,Martin Carr,0,0,15,1,51601,1
Holt Inc,V043,SVHC60085993706411,INV-63190,2025-10-09,2025-12-08,1167,19,22173,3991.14,60,Finance,Michaela Wilson,0,0,60,0,77827,1
Holt Inc,V043,EJBT21171219988085,INV-25175,2025-11-27,2026-01-26,2987,16,47792,8602.56,60,HR,Frank Vargas,0,0,60,0,52208,1
"Rice, Holloway and Kim",V019,HRNZ08432794380047,INV-85961,2026-04-25,2026-06-09,396,4,1584,285.12,45,HR,Denise Clark,0,0,45,1,98416,1
"Ward, Barrett and Johnson",V023,NZTM97274908766847,INV-97100,2025-06-16,2025-07-01,444,17,7548,1358.64,15,IT,Ruben Medina,0,0,15,0,92452,1
Torres and Sons,V020,YYVQ67637176171447,INV-66418,2026-01-09,2026-01-24,1894,2,3788,681.8399999999999,15,IT,Kelly Sullivan MD,0,0,15,0,96212,1
Perry-Conway,V014,CUPQ16389560942375,INV-35942,2025-12-04,2026-01-03,2920,4,11680,2102.4,30,Finance,Heather Graham,0,0,30,0,88320,1
Mueller-Burke,V009,XVYP22086789956190,INV-42308,2026-05-30,2026-07-14,1568,4,6272,1128.96,45,Procurement,Brandon Dougherty,0,0,45,1,93728,1
"Rodriguez, Acosta and Le",V017,AQBB49740597055382,INV-65087,2026-05-03,2026-07-02,828,1,828,149.04,60,IT,Carolyn Arnold,0,0,60,1,99172,1
Larsen-Jones,V022,LEVC76596490578255,INV-17888,2026-01-25,2026-02-24,2800,7,19600,3528.0,30,Procurement,Jeffrey Lang,0,0,30,1,80400,1
Larsen-Jones,V022,FYIG21531124547403,INV-59024,2026-01-05,2026-01-20,2396,11,26356,4744.08,15,Operations,Brandon Rodriguez,0,0,15,0,73644,1
Cherry-Stewart,V018,KYFT01675748000620,INV-19668,2025-07-31,2025-08-30,882,6,5292,952.56,30,IT,Angela Carpenter,0,0,30,0,94708,1
Smith LLC,V011,TEED20838122094761,INV-52730,2026-05-06,2026-07-05,4455,6,26730,4811.4,60,Operations,Cody Walker,0,0,60,0,73270,1
Perry-Conway,V014,GITM54243072884474,INV-89556,2025-08-18,2025-09-02,3467,6,20802,3744.36,15,IT,David Bonilla,0,0,15,0,79198,1
"Jones, Clark and Singh",V016,MOHW65231527922586,INV-38356,2025-06-24,2025-08-23,3821,17,64957,11692.26,60,HR,Jonathan Daniel,0,0,60,0,35043,1
Walker Ltd,V005,RYRQ62342492481923,INV-30720,2026-03-29,2026-04-13,440,19,8360,1504.8,15,Procurement,Crystal Blanchard MD,0,0,15,1,91640,1
Mueller-Burke,V009,LJHK80767304386041,INV-51936,2026-03-27,2026-05-26,1960,11,21560,3880.8,60,Procurement,Joseph Perez,0,0,60,0,78440,1
Thompson Group,V032,SHKX39315621853497,INV-32190,2026-03-16,2026-05-15,2442,7,17094,3076.92,60,Operations,Richard Diaz,0,0,60,0,82906,1
Olsen-Richard,V003,MDXN16594196455724,INV-88282,2026-04-01,2026-05-31,3779,14,52906,9523.08,60,Operations,Preston Brown,0,1,60,0,47094,1
Perry-Conway,V014,VEIJ41046622534893,INV-98098,2025-06-13,2025-07-28,2282,2,4564,821.52,45,Procurement,Michelle Davis,0,0,45,0,95436,1
Torres and Sons,V020,FPUZ29201390279828,INV-49114,2025-07-08,2025-08-22,3114,10,31140,5605.2,45,Operations,Tammy Lucas,0,1,45,0,68860,1
"Quinn, Bell and Martinez",V035,IZIM97543206515931,INV-11183,2025-12-15,2026-01-29,2780,8,22240,4003.2,45,IT,Jeffrey Carney,0,0,45,0,77760,1
"Silva, Hahn and Benson",V013,TKKU82783980602566,INV-45306,2026-05-02,2026-06-01,3311,10,33110,5959.8,30,IT,Adriana Phillips,0,0,30,1,66890,1
"Ward, Barrett and Johnson",V023,XYJA72267080499710,INV-94735,2026-03-24,2026-05-08,4902,5,24510,4411.8,45,HR,David Thompson,0,0,45,0,75490,1
"Mckinney, Martinez and Chavez",V007,CQAZ80885746384976,INV-64712,2026-03-27,2026-04-11,3711,8,29688,5343.84,15,IT,Timothy Melendez,0,0,15,0,70312,1
Perry-Conway,V014,EAAO84257215874171,INV-61519,2026-03-18,2026-04-17,2996,5,14980,2696.4,30,Procurement,Meagan Morgan,0,0,30,0,85020,1
Torres-Cohen,V002,LVUO03553274735823,INV-19827,2026-03-27,2026-04-26,1746,19,33174,5971.32,30,Procurement,Sabrina Flynn,0,1,30,0,66826,1
"Rice, Holloway and Kim",V019,ZJEY60441974921592,INV-41730,2026-02-20,2026-03-22,4340,20,86800,15624.0,30,HR,Sarah Hartman,0,0,30,0,13200,1
"Morrow, Robertson and Lynch",V025,QHEA90527933120231,INV-90258,2025-09-19,2025-11-18,1374,7,9618,1731.24,60,HR,Pamela Hernandez,0,0,60,0,90382,1
"Pruitt, Moreno and Carter",V031,JQNL20719539844208,INV-17125,2026-03-20,2026-05-19,4989,16,79824,14368.32,60,Procurement,David Tucker,0,0,60,0,20176,1
"Ward, Barrett and Johnson",V023,HZFY84758068003927,INV-81486,2025-08-30,2025-10-29,1410,16,22560,4060.8,60,Operations,Lauren Brandt,0,0,60,1,77440,1
Thomas-Padilla,V024,LMUF87188849102170,INV-65841,2026-02-17,2026-03-04,264,8,2112,380.16,15,Finance,Victoria Flynn,0,0,15,0,97888,1
Martin-Matthews,V010,QCPJ42313052932199,INV-80673,2026-05-31,2026-07-15,2509,18,45162,8129.16,45,IT,Stephen Morris,0,0,45,1,54838,1
Hull-Hernandez,V041,HMWH87497623354005,INV-30467,2025-11-15,2025-12-15,2399,15,35985,6477.3,30,Finance,Teresa Reese,0,0,30,1,64015,1
"Silva, Hahn and Benson",V013,WMBJ92817983479869,INV-45709,2026-01-23,2026-03-24,3356,17,57052,10269.36,60,Operations,Julie Neal,0,0,60,0,42948,1
Payne-Baker,V050,MVKJ18812724273476,INV-76624,2026-04-01,2026-04-16,1880,15,28200,5076.0,15,HR,Gabriel Martinez,0,0,15,0,71800,1
Carter-Young,V048,GWTC28120231052687,INV-53041,2026-01-13,2026-03-14,320,17,5440,979.2,60,HR,John Warren,0,0,60,0,94560,1
Thompson Group,V032,RKED11783821455466,INV-48124,2026-05-13,2026-07-12,2941,8,23528,4235.04,60,IT,Jennifer Jones,0,0,60,0,76472,1
Cherry-Stewart,V018,MXJF59465254905384,INV-92383,2025-09-25,2025-10-10,2482,20,49640,8935.199999999999,15,Operations,Angela Pratt,0,0,15,0,50360,1
Conway-Wilson,V033,RPRR47859600522671,INV-15044,2026-01-23,2026-03-09,3351,2,6702,1206.36,45,HR,Cindy Edwards,0,0,45,0,93298,1
Campos-Lutz,V042,NFRJ82157372607873,INV-41580,2026-06-03,2026-07-03,4222,10,42220,7599.599999999999,30,Procurement,Kim Turner,0,0,30,0,57780,1
Thompson Group,V032,KDMQ94585371000968,INV-42477,2025-08-01,2025-08-31,3869,10,38690,6964.2,30,IT,Robert Cardenas,0,0,30,0,61310,1
Franklin-Bailey,V021,MKRT66568407289094,INV-52617,2026-04-21,2026-05-06,2826,3,8478,1526.04,15,IT,Heather Hernandez,0,0,15,0,91522,1
Huerta-Carr,V015,GNHM98415926020413,INV-10423,2025-11-24,2025-12-24,4229,4,16916,3044.88,30,Finance,Terri Nielsen,0,0,30,0,83084,1
Campos-Lutz,V042,HMPH91672500294966,INV-29360,2026-01-23,2026-02-07,2506,19,47614,8570.52,15,Finance,Nathan Miller,0,0,15,0,52386,1
Campos-Lutz,V042,XGBL20486810995806,INV-66851,2025-08-06,2025-09-05,3902,17,66334,11940.12,30,Procurement,Monica Fowler,0,0,30,0,33666,1
Franklin-Bailey,V021,NECQ24150646005868,INV-19963,2026-06-01,2026-07-16,2055,20,41100,7398.0,45,Operations,Eric Garcia,0,0,45,0,58900,1
"Werner, Arnold and Fisher",V036,SIQZ74763177710746,INV-96426,2026-02-07,2026-03-09,1514,17,25738,4632.84,30,IT,Kyle Young,0,0,30,1,74262,1
Thompson Group,V032,TQHZ50771594823811,INV-20130,2025-11-13,2025-11-28,2092,8,16736,3012.48,15,HR,Michael George,0,0,15,0,83264,1
"Robbins, Hughes and Johnson",V006,SLHC27473628870612,INV-68150,2025-08-30,2025-10-14,2994,15,44910,8083.799999999999,45,Operations,Marcus Scott,0,1,45,1,55090,1
"Morrow, Robertson and Lynch",V025,ITQJ88556663224536,INV-78715,2026-03-16,2026-05-15,2569,8,20552,3699.36,60,HR,Christian Ruiz,0,0,60,0,79448,1
Torres-Cohen,V002,GUTP74766109037148,INV-71577,2026-03-04,2026-05-03,4687,20,93740,16873.2,60,Operations,Jose Smith,0,0,60,0,6260,1
Olsen-Richard,V003,WOSP61948294945134,INV-84199,2025-11-25,2026-01-24,650,12,7800,1404.0,60,HR,Norma Medina,0,0,60,0,92200,1
Roberts-Hunt,V037,MABU38816778152917,INV-22754,2025-12-13,2026-02-11,4072,10,40720,7329.599999999999,60,HR,Karen Olson,0,0,60,1,59280,1
Bass and Sons,V027,WCVL14407628703358,INV-97882,2026-01-20,2026-03-21,2886,16,46176,8311.68,60,IT,Tyler Chavez,0,0,60,0,53824,1
Nguyen-Taylor,V029,HALA13488964079971,INV-14649,2026-04-12,2026-05-27,882,11,9702,1746.36,45,Finance,Carrie Briggs,0,0,45,1,90298,1
Roberts-Hunt,V037,OTOZ07510698946142,INV-36711,2026-05-29,2026-06-13,3770,5,18850,3393.0,15,Finance,Amy Morgan,0,0,15,0,81150,1
Torres-Cohen,V002,ZPMI28735209363946,INV-28691,2025-12-13,2026-02-11,2877,14,40278,7250.04,60,HR,Jenna Smith,0,0,60,1,59722,1
Olsen-Richard,V003,GPUP56118652134772,INV-97130,2025-09-11,2025-10-11,4946,2,9892,1780.56,30,Procurement,Claire Wilson DDS,0,0,30,0,90108,1
Perry-Conway,V014,YRIG96657371674351,INV-26989,2025-06-22,2025-08-21,3212,1,3212,578.16,60,HR,Jillian Vance,0,0,60,1,96788,1
Galvan Group,V044,WDRC88894551178200,INV-19540,2025-10-02,2025-11-16,1455,12,17460,3142.8,45,Procurement,Brad Reynolds,0,0,45,0,82540,1
Campos-Lutz,V042,EKIL63379708816366,INV-62697,2026-02-19,2026-04-20,4125,1,4125,742.5,60,Operations,Alison Skinner,0,0,60,0,95875,1
Conway-Wilson,V033,JVBW75519941742381,INV-48318,2025-07-18,2025-08-02,2873,15,43095,7757.099999999999,15,Finance,Victor Rich,0,0,15,0,56905,1
Cherry-Stewart,V018,OKEC75704191861646,INV-79149,2025-07-02,2025-08-01,1550,19,29450,5301.0,30,HR,Matthew Harris,0,0,30,0,70550,1
Hood and Sons,V045,XFBX43837821689774,INV-85514,2026-03-19,2026-05-03,4750,16,76000,13680.0,45,HR,Spencer Johnson,0,0,45,0,24000,1
"Rice, Holloway and Kim",V019,MRVC59647205824570,INV-70488,2025-11-17,2025-12-02,4137,18,74466,13403.88,15,Procurement,Bruce Thompson,0,0,15,0,25534,1
"Bolton, Fischer and Andersen",V028,MULY34340343033900,INV-98813,2025-11-12,2025-11-27,5000,9,45000,8100.0,15,IT,Jonathan Crosby,0,0,15,0,55000,1
"Silva, Hahn and Benson",V013,UERP78649228837039,INV-42314,2025-07-16,2025-07-31,1053,10,10530,1895.4,15,Procurement,Justin Haney,0,0,15,0,89470,1
Holt Inc,V043,POKP27208173790002,INV-57541,2025-08-06,2025-08-21,4291,4,17164,3089.52,15,IT,Nancy Barber,0,0,15,0,82836,1
Holt Inc,V043,VSRK48871740390545,INV-94285,2025-11-19,2026-01-18,2683,14,37562,6761.16,60,Operations,Melissa Chase,0,0,60,0,62438,1
Franklin-Bailey,V021,HPUJ15873235871988,INV-95281,2025-08-27,2025-09-11,4863,19,92397,16631.46,15,Procurement,Robin Jordan,0,0,15,0,7603,1
"Werner, Arnold and Fisher",V036,JQBS15454061799188,INV-74224,2025-10-18,2025-11-02,2413,6,14478,2606.04,15,IT,Megan Phillips,0,0,15,1,85522,1
"Adams, Hall and Bowman",V030,ZGLU18275074563110,INV-84959,2025-07-12,2025-07-27,4096,17,69632,12533.76,15,Procurement,Lori Reed,0,0,15,1,30368,1
Franklin-Bailey,V021,WVOO79281260258938,INV-13144,2025-10-31,2025-11-15,3874,8,30992,5578.56,15,Procurement,Amber Atkinson,0,0,15,0,69008,1
Perry-Conway,V014,CKWD02623457853968,INV-54839,2026-04-18,2026-05-18,2843,16,45488,8187.84,30,Operations,Jesus Choi,0,0,30,1,54512,1
"Robbins, Hughes and Johnson",V006,VXPQ02561290105531,INV-21052,2025-10-27,2025-12-11,3895,5,19475,3505.5,45,Finance,Alyssa Hughes,0,0,45,0,80525,1
Bass and Sons,V027,OWOG83904124363948,INV-39992,2025-06-25,2025-08-24,717,15,10755,1935.9,60,HR,Laura Sanders,0,0,60,0,89245,1
Perry-Conway,V014,JLDW35924869020857,INV-87861,2026-05-13,2026-06-27,2095,9,18855,3393.9,45,Finance,Catherine Montes,0,0,45,0,81145,1
Johnson-Peterson,V001,OZJH30553334521758,INV-35236,2026-02-02,2026-03-04,4274,16,68384,12309.12,30,Procurement,Amanda Hicks,0,0,30,0,31616,1
Ramos-Brown,V034,YKYS85758162039749,INV-25814,2026-05-19,2026-06-18,805,20,16100,2898.0,30,IT,Jonathan Lopez,0,0,30,0,83900,1
Cherry-Stewart,V018,OWTF52121265328037,INV-93834,2026-05-20,2026-06-04,1977,13,25701,4626.179999999999,15,IT,Matthew Torres,0,0,15,0,74299,1
"Rice, Holloway and Kim",V019,VERA93947761557179,INV-18548,2026-01-10,2026-02-09,475,6,2850,513.0,30,Finance,Shannon Vasquez,0,0,30,1,97150,1
Olsen-Richard,V003,MTTR25971212132161,INV-79268,2025-07-28,2025-09-26,796,1,796,143.28,60,Operations,Cassandra Odonnell,0,0,60,0,99204,1
"Werner, Arnold and Fisher",V036,CIVY95856828120321,INV-88374,2026-01-15,2026-03-16,2850,12,34200,6156.0,60,Finance,John Davis,0,0,60,0,65800,1
"Rice, Holloway and Kim",V019,JRNH31042384127934,INV-70412,2026-05-01,2026-05-31,291,6,1746,314.28,30,HR,Robert Savage,0,0,30,0,98254,1
"Johnston, Martinez and Lowery",V049,FIIL63763826720740,INV-59538,2025-12-10,2026-01-09,1693,14,23702,4266.36,30,IT,Kimberly Boyd,0,0,30,0,76298,1
"Johnston, Martinez and Lowery",V049,IGUK20932430089833,INV-21867,2025-10-18,2025-11-02,139,5,695,125.1,15,IT,Andrew Malone,0,0,15,1,99305,1
Thompson Group,V032,PQBE07120993392669,INV-44332,2025-09-12,2025-10-27,829,4,3316,596.88,45,Operations,Chad Parker,0,0,45,0,96684,1
Galvan Group,V044,MRCA95106429909644,INV-56211,2025-08-21,2025-09-05,2036,6,12216,2198.88,15,IT,Michael Price,0,0,15,0,87784,1
"Bolton, Fischer and Andersen",V028,PZTW23114117237643,INV-49976,2026-02-21,2026-03-23,2031,12,24372,4386.96,30,HR,Mark Santiago,0,0,30,1,75628,1
Franklin-Bailey,V021,VMKA92462200523136,INV-58037,2025-07-10,2025-08-09,3033,3,9099,1637.82,30,Procurement,Steven Blake,0,0,30,0,90901,1
Smith LLC,V011,IOHA06469312961716,INV-25737,2026-01-04,2026-01-19,4480,3,13440,2419.2,15,Operations,Maurice Campbell,0,0,15,1,86560,1
Perry-Conway,V014,TFCP01968525840986,INV-60128,2025-11-11,2025-11-26,4494,15,67410,12133.8,15,HR,Jonathan Lane,0,0,15,0,32590,1
Ramos-Brown,V034,RXMP28980499544804,INV-98362,2025-10-24,2025-11-23,2191,4,8764,1577.52,30,HR,Jennifer Roberts,0,0,30,0,91236,1
"Bolton, Fischer and Andersen",V028,SZOJ39675315758120,INV-86771,2025-06-20,2025-07-05,2924,7,20468,3684.24,15,HR,Glenn Nguyen,0,0,15,0,79532,1
Walker Ltd,V005,VZGQ14218259445825,INV-50182,2026-03-14,2026-04-13,190,15,2850,513.0,30,Procurement,Dawn Mcmillan,0,0,30,1,97150,1
Carter-Young,V048,WXOK47547284059023,INV-12596,2025-10-30,2025-12-29,2465,12,29580,5324.4,60,Procurement,Robert Gardner,0,0,60,0,70420,1
"Jones, Clark and Singh",V016,FYRT07806968737176,INV-67116,2025-07-25,2025-08-24,3341,9,30069,5412.42,30,IT,Mrs. Stephanie James MD,0,0,30,0,69931,1
Walker Ltd,V005,YMCH92062965627295,INV-31462,2026-05-20,2026-07-04,4337,6,26022,4683.96,45,HR,Megan Pope,0,0,45,0,73978,1
"Moreno, Bryant and Travis",V026,MUMN87773953045127,INV-66086,2025-07-17,2025-08-16,333,12,3996,719.28,30,HR,Andrew Haas,0,0,30,0,96004,1
Torres and Sons,V020,BMGN27344909076344,INV-90306,2026-05-03,2026-05-18,1533,14,21462,3863.16,15,IT,Robin Hunt,0,0,15,1,78538,1
Huerta-Carr,V015,MPQI27672962683711,INV-15555,2025-06-26,2025-07-26,2582,4,10328,1859.04,30,Operations,Heidi Wilson,0,0,30,0,89672,1
"Quinn, Bell and Martinez",V035,TADS95510906707675,INV-75414,2025-09-13,2025-11-12,104,16,1664,299.52,60,HR,Sara Drake,0,0,60,1,98336,1
Galvan Group,V044,RSOU95775100449156,INV-71699,2025-09-18,2025-10-03,1430,9,12870,2316.6,15,HR,Brian Luna,0,0,15,0,87130,1
Huerta-Carr,V015,QIMM90556930958038,INV-74856,2026-01-18,2026-03-04,3061,19,58159,10468.62,45,HR,Brian Stokes,0,0,45,1,41841,1
Roberts-Hunt,V037,CBQI24134189380526,INV-30346,2025-09-30,2025-10-30,1155,20,23100,4158.0,30,HR,William Williams,0,0,30,0,76900,1
Galvan Group,V044,GGEO52867337652461,INV-79301,2026-01-26,2026-03-27,575,13,7475,1345.5,60,HR,Morgan Arnold,0,0,60,0,92525,1
"Cruz, Green and Flynn",V040,VDJO72072311448487,INV-81589,2026-04-17,2026-05-17,131,9,1179,212.22,30,Operations,Alexis Brown,0,0,30,0,98821,1
"Morrow, Robertson and Lynch",V025,JBYD52965569786498,INV-57624,2026-03-18,2026-05-02,3676,5,18380,3308.4,45,Procurement,Gina Tyler,0,0,45,0,81620,1
"Berry, Baker and Ellis",V004,TLNL12298756633184,INV-90173,2026-01-18,2026-03-04,210,11,2310,415.8,45,HR,Henry Duran,0,0,45,1,97690,1
Martin-Matthews,V010,VEKI95996126421517,INV-66232,2026-04-15,2026-06-14,220,3,660,118.8,60,Procurement,Daniel Weeks,0,0,60,0,99340,1
Thompson Group,V032,VCNE95306126545813,INV-56037,2026-05-28,2026-06-27,2501,10,25010,4501.8,30,Operations,Tim Smith,0,0,30,0,74990,1
"Berry, Baker and Ellis",V004,QKSP88758450586981,INV-40733,2026-04-16,2026-06-15,1410,13,18330,3299.4,60,HR,Christian Mckinney,0,0,60,0,81670,1
Mueller-Burke,V009,EOOS40433798545096,INV-61897,2026-03-06,2026-04-05,4271,17,72607,13069.26,30,HR,Erica Martin,0,0,30,0,27393,1
Larsen-Jones,V022,EFBL18828462446613,INV-49328,2026-05-24,2026-06-08,2250,16,36000,6480.0,15,Operations,James Austin,0,0,15,1,64000,1
Torres-Cohen,V002,MDPV06432633194683,INV-27416,2025-11-08,2025-12-08,1193,2,2386,429.48,30,Operations,Nathaniel Stanley,0,0,30,1,97614,1
Weeks-Dodson,V046,FKTL76279014513705,INV-42995,2025-09-08,2025-11-07,934,3,2802,504.36,60,IT,Brian Martinez,0,0,60,0,97198,1
"Johnston, Martinez and Lowery",V049,WRSK86573692277427,INV-89203,2026-04-08,2026-05-23,3129,19,59451,10701.18,45,Operations,Julia Robertson,0,0,45,0,40549,1
"Ward, Barrett and Johnson",V023,IVET39914738164007,INV-65464,2025-10-25,2025-12-24,3442,1,3442,619.56,60,Finance,Frank Vaughn,0,0,60,1,96558,1
"Duran, Walsh and Murphy",V039,KCXW09388409442824,INV-76522,2025-09-23,2025-10-08,276,15,4140,745.1999999999999,15,IT,Joseph Joseph,0,0,15,0,95860,1
"Pruitt, Moreno and Carter",V031,DJCP34230773199943,INV-80425,2025-08-26,2025-10-10,1928,17,32776,5899.679999999999,45,Operations,David Cook,0,0,45,0,67224,1
Ramos-Brown,V034,KYHD09043304551741,INV-53915,2026-03-08,2026-03-23,3067,7,21469,3864.42,15,HR,Brandon Graham,0,0,15,1,78531,1
Campos-Lutz,V042,XAEB42828897883549,INV-72320,2025-12-10,2026-02-08,2179,19,41401,7452.179999999999,60,Procurement,Dennis Alexander,0,0,60,0,58599,1
"Morrow, Robertson and Lynch",V025,LQMI62985418747590,INV-50481,2025-10-25,2025-11-24,2155,9,19395,3491.1,30,HR,Gregory Tucker,0,0,30,1,80605,1
Conway-Wilson,V033,UMDV81553155242524,INV-32879,2025-10-08,2025-10-23,4586,12,55032,9905.76,15,IT,Jamie Sullivan,0,0,15,0,44968,1
"Johnston, Martinez and Lowery",V049,EHRW87569722177438,INV-76042,2026-02-04,2026-03-21,3605,9,32445,5840.099999999999,45,Finance,Todd Davis,0,0,45,0,67555,1
Carter-Young,V048,CQFL76196064690335,INV-78858,2026-05-28,2026-07-27,203,9,1827,328.86,60,Finance,Dennis Moyer,0,0,60,0,98173,1
Hull-Hernandez,V041,RIVF68039756240555,INV-96643,2025-06-13,2025-07-13,2762,12,33144,5965.92,30,IT,Sarah Newman,0,0,30,0,66856,1
Johnson-Peterson,V001,ETUX44848429157458,INV-58838,2026-01-17,2026-03-18,4155,5,20775,3739.5,60,Operations,Aaron Mccall,0,0,60,1,79225,1
"Johnston, Martinez and Lowery",V049,JQVX22778107577849,INV-51968,2026-02-16,2026-04-17,746,1,746,134.28,60,Operations,Theresa Rose,0,0,60,0,99254,1
Johnson-Peterson,V001,RAYU20409768915933,INV-58398,2026-01-13,2026-03-14,2464,19,46816,8426.88,60,Procurement,Eugene Mcclain,0,0,60,0,53184,1
Torres-Cohen,V002,QNLC56496571472619,INV-21827,2025-12-12,2025-12-27,1829,11,20119,3621.42,15,Operations,Karla Medina,0,1,15,0,79881,1
"Pruitt, Moreno and Carter",V031,OXKV65308641899391,INV-85396,2025-12-19,2026-01-03,3339,9,30051,5409.179999999999,15,Finance,Angela Frazier,0,0,15,0,69949,1
Conway-Wilson,V033,ZAYT71237414126430,INV-86288,2025-12-13,2026-01-27,3471,13,45123,8122.139999999999,45,HR,Kirk Perez,0,0,45,1,54877,1
"Bolton, Fischer and Andersen",V028,GGND69800573476805,INV-27592,2025-10-17,2025-11-16,3755,9,33795,6083.099999999999,30,Procurement,George Smith,0,0,30,0,66205,1
Carter-Young,V048,UMIQ05841052252115,INV-69312,2025-06-20,2025-07-05,1636,5,8180,1472.4,15,HR,Hannah Roman,0,0,15,0,91820,1
Galvan Group,V044,NCEQ22223050125597,INV-71897,2026-05-17,2026-07-16,664,3,1992,358.56,60,Finance,John Bailey,0,0,60,1,98008,1
"Moreno, Bryant and Travis",V026,GVZJ32891470199121,INV-76417,2026-01-14,2026-03-15,374,4,1496,269.28,60,IT,Melissa Jones,0,0,60,0,98504,1
"Adams, Hall and Bowman",V030,YJVW36314974833816,INV-95553,2025-12-29,2026-02-12,4091,19,77729,13991.22,45,Operations,Brian Reed,0,0,45,0,22271,1
Bass and Sons,V027,MHNF35617763503038,INV-17593,2025-11-25,2025-12-25,2051,6,12306,2215.08,30,Procurement,Megan Peterson,0,0,30,0,87694,1
Holt Inc,V043,SCER72547683480697,INV-37990,2025-10-26,2025-12-25,107,19,2033,365.94,60,HR,Thomas Sloan,0,0,60,1,97967,1
"Johnston, Martinez and Lowery",V049,EAHO01746650444288,INV-33212,2025-11-13,2025-11-28,4691,5,23455,4221.9,15,Procurement,Elizabeth Wilson,0,0,15,0,76545,1
"Johnston, Martinez and Lowery",V049,QSUX92740993484781,INV-15496,2025-08-07,2025-09-21,4747,2,9494,1708.9199999999998,45,Procurement,Michael Barrera,0,0,45,0,90506,1
"Quinn, Bell and Martinez",V035,CGHL17870885522214,INV-84789,2025-06-08,2025-07-23,3955,17,67235,12102.3,45,Procurement,Theresa Johnson,0,0,45,1,32765,1
"Adams, Hall and Bowman",V030,XQYB85317379886685,INV-67959,2026-05-07,2026-06-06,1141,19,21679,3902.22,30,Operations,David Davis,0,0,30,0,78321,1
Galvan Group,V044,SRHQ58362064764345,INV-69322,2026-05-12,2026-06-11,4132,15,61980,11156.4,30,Finance,Michael Martin,0,0,30,0,38020,1
"Silva, Hahn and Benson",V013,RJAD01567326365722,INV-15158,2025-10-28,2025-12-12,1162,14,16268,2928.24,45,Operations,Troy Klein,0,0,45,0,83732,1
Thomas-Padilla,V024,AETK96075181153811,INV-72228,2025-06-10,2025-06-25,965,20,19300,3474.0,15,Operations,Anne Smith,0,0,15,0,80700,1
Weeks-Dodson,V046,JZTY37537357206844,INV-11870,2025-12-10,2026-02-08,2591,15,38865,6995.7,60,Procurement,Sandra Collins,0,1,60,0,61135,1
Williams-Rios,V012,QKVV42967567995523,INV-66693,2025-06-27,2025-08-11,2461,10,24610,4429.8,45,IT,Kelly Hurst,0,0,45,0,75390,1
Larsen-Jones,V022,TAGA57025042678794,INV-47471,2026-02-22,2026-03-09,1822,8,14576,2623.68,15,Operations,Kathleen Evans,0,0,15,1,85424,1
"Quinn, Bell and Martinez",V035,QNNB98602105174998,INV-23556,2025-06-25,2025-08-09,2400,20,48000,8640.0,45,Finance,Samantha Salas MD,0,0,45,0,52000,1
"Morrow, Robertson and Lynch",V025,GPSA82693995878611,INV-28290,2025-10-07,2025-10-22,3524,3,10572,1902.96,15,Finance,Richard Nash,0,0,15,0,89428,1
"Quinn, Bell and Martinez",V035,FYWO81279067163054,INV-93970,2025-08-11,2025-09-10,4515,20,90300,16254.0,30,IT,Toni Rodriguez,0,0,30,0,9700,1
Torres and Sons,V020,ZGUH23748725439022,INV-44142,2026-01-02,2026-03-03,116,6,696,125.28,60,Finance,Jennifer Nolan,0,0,60,0,99304,1
Olsen-Richard,V003,WPLS61729599141571,INV-54756,2025-07-03,2025-08-17,211,19,4009,721.62,45,IT,Kevin Parks,0,0,45,0,95991,1
Carter-Young,V048,QXXL34087101794312,INV-92804,2026-04-24,2026-06-23,2105,5,10525,1894.5,60,IT,Sean Massey,0,0,60,0,89475,1
"Pruitt, Moreno and Carter",V031,HPPR13423885205834,INV-55977,2025-09-01,2025-10-16,2008,12,24096,4337.28,45,Operations,Michael Mason,0,0,45,0,75904,1
Mueller-Burke,V009,YXNF58992591658212,INV-94711,2026-04-05,2026-05-20,4005,3,12015,2162.7,45,Finance,Erika Harris,0,1,45,1,87985,1
Carter-Young,V048,ZJYI07159990931672,INV-41864,2026-02-03,2026-02-18,2257,1,2257,406.26,15,Finance,Dawn Young,0,0,15,0,97743,1
Smith-Haynes,V008,WTVC14966505306579,INV-11385,2025-07-24,2025-09-22,2343,18,42174,7591.32,60,Procurement,Sonya Hester,0,0,60,0,57826,1
Martin-Matthews,V010,DFNS00180783413941,INV-53666,2025-07-24,2025-09-07,2679,3,8037,1446.66,45,Finance,Michael Levy,0,0,45,0,91963,1
